-0.09018141	0.022802595	0.035731897	-0.05935339	0.022132572	0.041459646	-0.03512257	0.008699562	-0.0039707343	-0.0116633475	-0.0005938022	0.051019102	-0.12108893	-0.041347273	0.10023233	-0.03843248
-0.057013977	-0.0021590758	0.058688544	-0.084406905	-0.028402517	-0.014760095	0.08463638	0.002557775	0.005483155	-0.005019261	0.004155063	0.01717642	-0.09649224	-0.005408059	0.11673651	-0.09090426
-0.016665943	-0.032790035	0.08147158	-0.11886316	0.0023828251	0.03890922	0.016322218	-0.079259254	-0.011545556	-0.009732833	0.039414506	-0.027514068	-0.09649858	-0.022729503	0.15742403	-0.07809819
-0.07084326	-0.039265525	-0.015717072	-0.06298423	-0.011950656	0.033363406	0.09975002	-0.009449318	-0.035511553	-0.027976518	-0.042576585	0.014839892	-0.12086757	-0.014786626	0.14060794	-0.056115832
-0.0038807818	-0.008805512	0.08670492	-0.079447985	-0.053612676	0.01619799	-0.0746477	-0.013484647	-0.058998052	0.021831986	0.020539697	-0.0011710655	-0.1319919	0.016124502	0.087997854	-0.0087937685
0.0065742135	-0.03992106	-0.005117198	-0.021168785	-0.07697361	-0.001436487	0.07875124	-0.078377984	-0.024140922	-0.066822655	-0.010871314	0.04534375	-0.09483266	0.010415553	-0.026354058	-0.062691435
-0.036801897	0.0029940489	0.058698498	-0.095405236	0.045591034	-0.021755813	0.018181408	-0.08572771	0.03831836	0.024174409	-0.018544732	0.0021597259	-0.10497902	0.054194506	0.09309289	-0.0033474683
-0.05316715	-0.026100816	0.050179962	-0.012329798	-0.08447829	0.017971173	0.05433369	-0.072984405	0.025481025	0.0077388175	-0.02537495	-0.008406177	-0.02173556	-0.074272655	0.06673047	-0.035478573
-0.007447939	-0.108627304	0.06947307	-0.09145304	0.028587662	0.04603476	0.08374295	0.010212662	0.018970495	-0.052239627	-0.014952513	0.010199139	-0.14486974	-0.029254654	0.065526925	-0.03184058
-0.03477216	-0.003212311	0.09922733	-0.08966924	0.036838066	0.02247291	0.03931865	0.025181513	-0.0020346604	-0.028846534	0.028233381	-0.06931945	-0.053322747	-0.043407336	0.035793286	-0.07892339
